,Kód kraja,Názov kraja,Kód okresu,Názov okresu,Súčasná ekonomická aktivita,Pohlavie,Vek,abs.
12414,4,Nitriansky kraj,406,Okres Topoľčany,osoby v domácnosti,ženy,25-29,21.0
12415,4,Nitriansky kraj,406,Okres Topoľčany,osoby v domácnosti,ženy,30-34,27.0
12416,4,Nitriansky kraj,406,Okres Topoľčany,osoby v domácnosti,ženy,35-39,40.0
12417,4,Nitriansky kraj,406,Okres Topoľčany,osoby v domácnosti,ženy,40-44,33.0
12418,4,Nitriansky kraj,406,Okres Topoľčany,osoby v domácnosti,ženy,45-49,38.0
12419,4,Nitriansky kraj,406,Okres Topoľčany,osoby v domácnosti,ženy,50-54,46.0
12420,4,Nitriansky kraj,406,Okres Topoľčany,osoby v domácnosti,ženy,55-59,29.0
12421,4,Nitriansky kraj,406,Okres Topoľčany,osoby v domácnosti,ženy,60-64,2.0
12422,4,Nitriansky kraj,406,Okres Topoľčany,osoby v domácnosti,ženy,65-69,3.0
12423,4,Nitriansky kraj,406,Okres Topoľčany,osoby v domácnosti,ženy,70-74,0.0
12424,4,Nitriansky kraj,406,Okres Topoľčany,osoby v domácnosti,ženy,75-79,1.0
12425,4,Nitriansky kraj,406,Okres Topoľčany,osoby v domácnosti,ženy,80-84,0.0
12426,4,Nitriansky kraj,406,Okres Topoľčany,osoby v domácnosti,ženy,85-89,0.0
12427,4,Nitriansky kraj,406,Okres Topoľčany,osoby v domácnosti,ženy,90-94,0.0
12428,4,Nitriansky kraj,406,Okres Topoľčany,osoby v domácnosti,ženy,95-99,1.0
12429,4,Nitriansky kraj,406,Okres Topoľčany,osoby v domácnosti,ženy,nezistený,0.0
12431,4,Nitriansky kraj,406,Okres Topoľčany,pracujúci (okrem dôchodcov),muži,100-104,1.0
12432,4,Nitriansky kraj,406,Okres Topoľčany,pracujúci (okrem dôchodcov),muži,15-19,74.0
12433,4,Nitriansky kraj,406,Okres Topoľčany,pracujúci (okrem dôchodcov),muži,20-24,1223.0
12434,4,Nitriansky kraj,406,Okres Topoľčany,pracujúci (okrem dôchodcov),muži,25-29,2299.0
12435,4,Nitriansky kraj,406,Okres Topoľčany,pracujúci (okrem dôchodcov),muži,30-34,2617.0
12436,4,Nitriansky kraj,406,Okres Topoľčany,pracujúci (okrem dôchodcov),muži,35-39,2436.0
12437,4,Nitriansky kraj,406,Okres Topoľčany,pracujúci (okrem dôchodcov),muži,40-44,1991.0
12438,4,Nitriansky kraj,406,Okres Topoľčany,pracujúci (okrem dôchodcov),muži,45-49,1876.0
12439,4,Nitriansky kraj,406,Okres Topoľčany,pracujúci (okrem dôchodcov),muži,50-54,2002.0
12440,4,Nitriansky kraj,406,Okres Topoľčany,pracujúci (okrem dôchodcov),muži,55-59,1710.0
12441,4,Nitriansky kraj,406,Okres Topoľčany,pracujúci (okrem dôchodcov),muži,60-64,287.0
12442,4,Nitriansky kraj,406,Okres Topoľčany,pracujúci (okrem dôchodcov),muži,65-69,11.0
12443,4,Nitriansky kraj,406,Okres Topoľčany,pracujúci (okrem dôchodcov),muži,70-74,5.0
12444,4,Nitriansky kraj,406,Okres Topoľčany,pracujúci (okrem dôchodcov),muži,75-79,1.0
12445,4,Nitriansky kraj,406,Okres Topoľčany,pracujúci (okrem dôchodcov),muži,80-84,2.0
12446,4,Nitriansky kraj,406,Okres Topoľčany,pracujúci (okrem dôchodcov),muži,85-89,0.0
12447,4,Nitriansky kraj,406,Okres Topoľčany,pracujúci (okrem dôchodcov),muži,90-94,0.0
12448,4,Nitriansky kraj,406,Okres Topoľčany,pracujúci (okrem dôchodcov),muži,95-99,0.0
12449,4,Nitriansky kraj,406,Okres Topoľčany,pracujúci (okrem dôchodcov),muži,nezistený,2.0
12452,4,Nitriansky kraj,406,Okres Topoľčany,pracujúci (okrem dôchodcov),ženy,15-19,49.0
12453,4,Nitriansky kraj,406,Okres Topoľčany,pracujúci (okrem dôchodcov),ženy,20-24,791.0
12454,4,Nitriansky kraj,406,Okres Topoľčany,pracujúci (okrem dôchodcov),ženy,25-29,1603.0
12455,4,Nitriansky kraj,406,Okres Topoľčany,pracujúci (okrem dôchodcov),ženy,30-34,1754.0
12456,4,Nitriansky kraj,406,Okres Topoľčany,pracujúci (okrem dôchodcov),ženy,35-39,1970.0
12457,4,Nitriansky kraj,406,Okres Topoľčany,pracujúci (okrem dôchodcov),ženy,40-44,1863.0
12458,4,Nitriansky kraj,406,Okres Topoľčany,pracujúci (okrem dôchodcov),ženy,45-49,1915.0
12459,4,Nitriansky kraj,406,Okres Topoľčany,pracujúci (okrem dôchodcov),ženy,50-54,1991.0
12460,4,Nitriansky kraj,406,Okres Topoľčany,pracujúci (okrem dôchodcov),ženy,55-59,1130.0
12461,4,Nitriansky kraj,406,Okres Topoľčany,pracujúci (okrem dôchodcov),ženy,60-64,33.0
12462,4,Nitriansky kraj,406,Okres Topoľčany,pracujúci (okrem dôchodcov),ženy,65-69,7.0
12463,4,Nitriansky kraj,406,Okres Topoľčany,pracujúci (okrem dôchodcov),ženy,70-74,7.0
12464,4,Nitriansky kraj,406,Okres Topoľčany,pracujúci (okrem dôchodcov),ženy,75-79,0.0
12465,4,Nitriansky kraj,406,Okres Topoľčany,pracujúci (okrem dôchodcov),ženy,80-84,0.0
12466,4,Nitriansky kraj,406,Okres Topoľčany,pracujúci (okrem dôchodcov),ženy,85-89,0.0
12467,4,Nitriansky kraj,406,Okres Topoľčany,pracujúci (okrem dôchodcov),ženy,90-94,0.0
12468,4,Nitriansky kraj,406,Okres Topoľčany,pracujúci (okrem dôchodcov),ženy,95-99,0.0
12469,4,Nitriansky kraj,406,Okres Topoľčany,pracujúci (okrem dôchodcov),ženy,nezistený,2.0
12471,4,Nitriansky kraj,406,Okres Topoľčany,pracujúci dôchodcovia,muži,15-19,0.0
12472,4,Nitriansky kraj,406,Okres Topoľčany,pracujúci dôchodcovia,muži,20-24,1.0
12473,4,Nitriansky kraj,406,Okres Topoľčany,pracujúci dôchodcovia,muži,25-29,9.0
12474,4,Nitriansky kraj,406,Okres Topoľčany,pracujúci dôchodcovia,muži,30-34,14.0
12475,4,Nitriansky kraj,406,Okres Topoľčany,pracujúci dôchodcovia,muži,35-39,14.0
12476,4,Nitriansky kraj,406,Okres Topoľčany,pracujúci dôchodcovia,muži,40-44,13.0
12477,4,Nitriansky kraj,406,Okres Topoľčany,pracujúci dôchodcovia,muži,45-49,41.0
12478,4,Nitriansky kraj,406,Okres Topoľčany,pracujúci dôchodcovia,muži,50-54,58.0
12479,4,Nitriansky kraj,406,Okres Topoľčany,pracujúci dôchodcovia,muži,55-59,81.0
12480,4,Nitriansky kraj,406,Okres Topoľčany,pracujúci dôchodcovia,muži,60-64,176.0
12481,4,Nitriansky kraj,406,Okres Topoľčany,pracujúci dôchodcovia,muži,65-69,68.0
12482,4,Nitriansky kraj,406,Okres Topoľčany,pracujúci dôchodcovia,muži,70-74,24.0
12483,4,Nitriansky kraj,406,Okres Topoľčany,pracujúci dôchodcovia,muži,75-79,18.0
12484,4,Nitriansky kraj,406,Okres Topoľčany,pracujúci dôchodcovia,muži,80-84,3.0
12485,4,Nitriansky kraj,406,Okres Topoľčany,pracujúci dôchodcovia,muži,85-89,0.0
12486,4,Nitriansky kraj,406,Okres Topoľčany,pracujúci dôchodcovia,muži,90-94,0.0
12487,4,Nitriansky kraj,406,Okres Topoľčany,pracujúci dôchodcovia,muži,95-99,0.0
12488,4,Nitriansky kraj,406,Okres Topoľčany,pracujúci dôchodcovia,muži,nezistený,0.0
12491,4,Nitriansky kraj,406,Okres Topoľčany,pracujúci dôchodcovia,ženy,15-19,0.0
12492,4,Nitriansky kraj,406,Okres Topoľčany,pracujúci dôchodcovia,ženy,20-24,1.0
12493,4,Nitriansky kraj,406,Okres Topoľčany,pracujúci dôchodcovia,ženy,25-29,3.0
12494,4,Nitriansky kraj,406,Okres Topoľčany,pracujúci dôchodcovia,ženy,30-34,4.0
12495,4,Nitriansky kraj,406,Okres Topoľčany,pracujúci dôchodcovia,ženy,35-39,11.0
12496,4,Nitriansky kraj,406,Okres Topoľčany,pracujúci dôchodcovia,ženy,40-44,19.0
12497,4,Nitriansky kraj,406,Okres Topoľčany,pracujúci dôchodcovia,ženy,45-49,27.0
12498,4,Nitriansky kraj,406,Okres Topoľčany,pracujúci dôchodcovia,ženy,50-54,36.0
12499,4,Nitriansky kraj,406,Okres Topoľčany,pracujúci dôchodcovia,ženy,55-59,177.0
12500,4,Nitriansky kraj,406,Okres Topoľčany,pracujúci dôchodcovia,ženy,60-64,152.0
12501,4,Nitriansky kraj,406,Okres Topoľčany,pracujúci dôchodcovia,ženy,65-69,62.0
12502,4,Nitriansky kraj,406,Okres Topoľčany,pracujúci dôchodcovia,ženy,70-74,20.0
12503,4,Nitriansky kraj,406,Okres Topoľčany,pracujúci dôchodcovia,ženy,75-79,13.0
12504,4,Nitriansky kraj,406,Okres Topoľčany,pracujúci dôchodcovia,ženy,80-84,14.0
12505,4,Nitriansky kraj,406,Okres Topoľčany,pracujúci dôchodcovia,ženy,85-89,1.0
12506,4,Nitriansky kraj,406,Okres Topoľčany,pracujúci dôchodcovia,ženy,90-94,1.0
12507,4,Nitriansky kraj,406,Okres Topoľčany,pracujúci dôchodcovia,ženy,95-99,0.0
12508,4,Nitriansky kraj,406,Okres Topoľčany,pracujúci dôchodcovia,ženy,nezistený,0.0
12510,4,Nitriansky kraj,406,Okres Topoľčany,príjemcovia kapitálových príjmov,muži,15-19,0.0
12511,4,Nitriansky kraj,406,Okres Topoľčany,príjemcovia kapitálových príjmov,muži,20-24,2.0
12512,4,Nitriansky kraj,406,Okres Topoľčany,príjemcovia kapitálových príjmov,muži,25-29,5.0
12513,4,Nitriansky kraj,406,Okres Topoľčany,príjemcovia kapitálových príjmov,muži,30-34,7.0
12514,4,Nitriansky kraj,406,Okres Topoľčany,príjemcovia kapitálových príjmov,muži,35-39,7.0
12515,4,Nitriansky kraj,406,Okres Topoľčany,príjemcovia kapitálových príjmov,muži,40-44,3.0
12516,4,Nitriansky kraj,406,Okres Topoľčany,príjemcovia kapitálových príjmov,muži,45-49,4.0
12517,4,Nitriansky kraj,406,Okres Topoľčany,príjemcovia kapitálových príjmov,muži,50-54,4.0
12518,4,Nitriansky kraj,406,Okres Topoľčany,príjemcovia kapitálových príjmov,muži,55-59,7.0
12519,4,Nitriansky kraj,406,Okres Topoľčany,príjemcovia kapitálových príjmov,muži,60-64,0.0
12520,4,Nitriansky kraj,406,Okres Topoľčany,príjemcovia kapitálových príjmov,muži,65-69,0.0
12521,4,Nitriansky kraj,406,Okres Topoľčany,príjemcovia kapitálových príjmov,muži,70-74,0.0
12522,4,Nitriansky kraj,406,Okres Topoľčany,príjemcovia kapitálových príjmov,muži,75-79,0.0
12523,4,Nitriansky kraj,406,Okres Topoľčany,príjemcovia kapitálových príjmov,muži,80-84,0.0
12524,4,Nitriansky kraj,406,Okres Topoľčany,príjemcovia kapitálových príjmov,muži,85-89,0.0
12525,4,Nitriansky kraj,406,Okres Topoľčany,príjemcovia kapitálových príjmov,muži,90-94,0.0
12526,4,Nitriansky kraj,406,Okres Topoľčany,príjemcovia kapitálových príjmov,muži,95-99,0.0
12527,4,Nitriansky kraj,406,Okres Topoľčany,príjemcovia kapitálových príjmov,muži,nezistený,0.0
12530,4,Nitriansky kraj,406,Okres Topoľčany,príjemcovia kapitálových príjmov,ženy,105+,0.0
12531,4,Nitriansky kraj,406,Okres Topoľčany,príjemcovia kapitálových príjmov,ženy,15-19,0.0
12532,4,Nitriansky kraj,406,Okres Topoľčany,príjemcovia kapitálových príjmov,ženy,20-24,0.0
12533,4,Nitriansky kraj,406,Okres Topoľčany,príjemcovia kapitálových príjmov,ženy,25-29,3.0
12534,4,Nitriansky kraj,406,Okres Topoľčany,príjemcovia kapitálových príjmov,ženy,30-34,4.0
12535,4,Nitriansky kraj,406,Okres Topoľčany,príjemcovia kapitálových príjmov,ženy,35-39,3.0
12536,4,Nitriansky kraj,406,Okres Topoľčany,príjemcovia kapitálových príjmov,ženy,40-44,3.0
12537,4,Nitriansky kraj,406,Okres Topoľčany,príjemcovia kapitálových príjmov,ženy,45-49,2.0
12538,4,Nitriansky kraj,406,Okres Topoľčany,príjemcovia kapitálových príjmov,ženy,50-54,2.0
12539,4,Nitriansky kraj,406,Okres Topoľčany,príjemcovia kapitálových príjmov,ženy,55-59,3.0
12540,4,Nitriansky kraj,406,Okres Topoľčany,príjemcovia kapitálových príjmov,ženy,60-64,0.0
12541,4,Nitriansky kraj,406,Okres Topoľčany,príjemcovia kapitálových príjmov,ženy,65-69,0.0
12542,4,Nitriansky kraj,406,Okres Topoľčany,príjemcovia kapitálových príjmov,ženy,70-74,1.0
12543,4,Nitriansky kraj,406,Okres Topoľčany,príjemcovia kapitálových príjmov,ženy,75-79,0.0
12544,4,Nitriansky kraj,406,Okres Topoľčany,príjemcovia kapitálových príjmov,ženy,80-84,0.0
12545,4,Nitriansky kraj,406,Okres Topoľčany,príjemcovia kapitálových príjmov,ženy,85-89,0.0
12546,4,Nitriansky kraj,406,Okres Topoľčany,príjemcovia kapitálových príjmov,ženy,95-99,0.0
12548,4,Nitriansky kraj,406,Okres Topoľčany,študenti stredných škôl,muži,15-19,1378.0
12549,4,Nitriansky kraj,406,Okres Topoľčany,študenti stredných škôl,muži,20-24,71.0
12550,4,Nitriansky kraj,406,Okres Topoľčany,študenti stredných škôl,muži,25-29,0.0
12551,4,Nitriansky kraj,406,Okres Topoľčany,študenti stredných škôl,muži,30-34,0.0
12552,4,Nitriansky kraj,406,Okres Topoľčany,študenti stredných škôl,muži,nezistený,1.0
12555,4,Nitriansky kraj,406,Okres Topoľčany,študenti stredných škôl,ženy,15-19,1449.0
12556,4,Nitriansky kraj,406,Okres Topoľčany,študenti stredných škôl,ženy,20-24,72.0
12557,4,Nitriansky kraj,406,Okres Topoľčany,študenti stredných škôl,ženy,25-29,0.0
12558,4,Nitriansky kraj,406,Okres Topoľčany,študenti stredných škôl,ženy,30-34,0.0
12559,4,Nitriansky kraj,406,Okres Topoľčany,študenti stredných škôl,ženy,nezistený,0.0
12561,4,Nitriansky kraj,406,Okres Topoľčany,študenti vysokých  škôl,muži,15-19,69.0
12562,4,Nitriansky kraj,406,Okres Topoľčany,študenti vysokých  škôl,muži,20-24,631.0
12563,4,Nitriansky kraj,406,Okres Topoľčany,študenti vysokých  škôl,muži,25-29,94.0
12564,4,Nitriansky kraj,406,Okres Topoľčany,študenti vysokých  škôl,muži,30-34,12.0
12565,4,Nitriansky kraj,406,Okres Topoľčany,študenti vysokých  škôl,muži,35-39,3.0
12566,4,Nitriansky kraj,406,Okres Topoľčany,študenti vysokých  škôl,muži,40-44,3.0
12567,4,Nitriansky kraj,406,Okres Topoľčany,študenti vysokých  škôl,muži,45-49,3.0
12568,4,Nitriansky kraj,406,Okres Topoľčany,študenti vysokých  škôl,muži,50-54,0.0
12569,4,Nitriansky kraj,406,Okres Topoľčany,študenti vysokých  škôl,muži,55-59,0.0
12570,4,Nitriansky kraj,406,Okres Topoľčany,študenti vysokých  škôl,muži,60-64,1.0
12571,4,Nitriansky kraj,406,Okres Topoľčany,študenti vysokých  škôl,muži,65-69,0.0
12572,4,Nitriansky kraj,406,Okres Topoľčany,študenti vysokých  škôl,muži,70-74,1.0
12573,4,Nitriansky kraj,406,Okres Topoľčany,študenti vysokých  škôl,muži,75-79,0.0
12574,4,Nitriansky kraj,406,Okres Topoľčany,študenti vysokých  škôl,muži,80-84,2.0
12575,4,Nitriansky kraj,406,Okres Topoľčany,študenti vysokých  škôl,muži,85-89,0.0
12576,4,Nitriansky kraj,406,Okres Topoľčany,študenti vysokých  škôl,muži,90-94,1.0
12577,4,Nitriansky kraj,406,Okres Topoľčany,študenti vysokých  škôl,muži,95-99,0.0
12578,4,Nitriansky kraj,406,Okres Topoľčany,študenti vysokých  škôl,muži,nezistený,0.0
12581,4,Nitriansky kraj,406,Okres Topoľčany,študenti vysokých  škôl,ženy,15-19,92.0
12582,4,Nitriansky kraj,406,Okres Topoľčany,študenti vysokých  škôl,ženy,20-24,947.0
12583,4,Nitriansky kraj,406,Okres Topoľčany,študenti vysokých  škôl,ženy,25-29,114.0
12584,4,Nitriansky kraj,406,Okres Topoľčany,študenti vysokých  škôl,ženy,30-34,16.0
12585,4,Nitriansky kraj,406,Okres Topoľčany,študenti vysokých  škôl,ženy,35-39,4.0
12586,4,Nitriansky kraj,406,Okres Topoľčany,študenti vysokých  škôl,ženy,40-44,3.0
12587,4,Nitriansky kraj,406,Okres Topoľčany,študenti vysokých  škôl,ženy,45-49,1.0
12588,4,Nitriansky kraj,406,Okres Topoľčany,študenti vysokých  škôl,ženy,50-54,3.0
12589,4,Nitriansky kraj,406,Okres Topoľčany,študenti vysokých  škôl,ženy,55-59,0.0
12590,4,Nitriansky kraj,406,Okres Topoľčany,študenti vysokých  škôl,ženy,60-64,1.0
12591,4,Nitriansky kraj,406,Okres Topoľčany,študenti vysokých  škôl,ženy,65-69,0.0
12592,4,Nitriansky kraj,406,Okres Topoľčany,študenti vysokých  škôl,ženy,70-74,1.0
12593,4,Nitriansky kraj,406,Okres Topoľčany,študenti vysokých  škôl,ženy,75-79,0.0
12594,4,Nitriansky kraj,406,Okres Topoľčany,študenti vysokých  škôl,ženy,80-84,1.0
12595,4,Nitriansky kraj,406,Okres Topoľčany,študenti vysokých  škôl,ženy,85-89,0.0
12596,4,Nitriansky kraj,406,Okres Topoľčany,študenti vysokých  škôl,ženy,90-94,0.0
12597,4,Nitriansky kraj,406,Okres Topoľčany,študenti vysokých  škôl,ženy,95-99,0.0
12598,4,Nitriansky kraj,406,Okres Topoľčany,študenti vysokých  škôl,ženy,nezistený,0.0
12601,4,Nitriansky kraj,407,Okres Zlaté Moravce,deti do 16 rokov (nar. po 20.05.1995),muži,0-4,919.0
12602,4,Nitriansky kraj,407,Okres Zlaté Moravce,deti do 16 rokov (nar. po 20.05.1995),muži,10-14,1027.0
12603,4,Nitriansky kraj,407,Okres Zlaté Moravce,deti do 16 rokov (nar. po 20.05.1995),muži,15-19,265.0
12604,4,Nitriansky kraj,407,Okres Zlaté Moravce,deti do 16 rokov (nar. po 20.05.1995),muži,5-9,890.0
12605,4,Nitriansky kraj,407,Okres Zlaté Moravce,deti do 16 rokov (nar. po 20.05.1995),muži,nezistený,0.0
12608,4,Nitriansky kraj,407,Okres Zlaté Moravce,deti do 16 rokov (nar. po 20.05.1995),ženy,0-4,810.0
12609,4,Nitriansky kraj,407,Okres Zlaté Moravce,deti do 16 rokov (nar. po 20.05.1995),ženy,10-14,1007.0
12610,4,Nitriansky kraj,407,Okres Zlaté Moravce,deti do 16 rokov (nar. po 20.05.1995),ženy,15-19,229.0
12611,4,Nitriansky kraj,407,Okres Zlaté Moravce,deti do 16 rokov (nar. po 20.05.1995),ženy,5-9,808.0
12612,4,Nitriansky kraj,407,Okres Zlaté Moravce,deti do 16 rokov (nar. po 20.05.1995),ženy,nezistený,1.0
12614,4,Nitriansky kraj,407,Okres Zlaté Moravce,dôchodcovia,muži,100-104,0.0
12615,4,Nitriansky kraj,407,Okres Zlaté Moravce,dôchodcovia,muži,105+,0.0
12616,4,Nitriansky kraj,407,Okres Zlaté Moravce,dôchodcovia,muži,15-19,5.0
12617,4,Nitriansky kraj,407,Okres Zlaté Moravce,dôchodcovia,muži,20-24,19.0
12618,4,Nitriansky kraj,407,Okres Zlaté Moravce,dôchodcovia,muži,25-29,18.0
12619,4,Nitriansky kraj,407,Okres Zlaté Moravce,dôchodcovia,muži,30-34,28.0
12620,4,Nitriansky kraj,407,Okres Zlaté Moravce,dôchodcovia,muži,35-39,46.0
12621,4,Nitriansky kraj,407,Okres Zlaté Moravce,dôchodcovia,muži,40-44,51.0
12622,4,Nitriansky kraj,407,Okres Zlaté Moravce,dôchodcovia,muži,45-49,75.0
12623,4,Nitriansky kraj,407,Okres Zlaté Moravce,dôchodcovia,muži,50-54,118.0
12624,4,Nitriansky kraj,407,Okres Zlaté Moravce,dôchodcovia,muži,55-59,233.0
12625,4,Nitriansky kraj,407,Okres Zlaté Moravce,dôchodcovia,muži,60-64,811.0
12626,4,Nitriansky kraj,407,Okres Zlaté Moravce,dôchodcovia,muži,65-69,737.0
12627,4,Nitriansky kraj,407,Okres Zlaté Moravce,dôchodcovia,muži,70-74,606.0
12628,4,Nitriansky kraj,407,Okres Zlaté Moravce,dôchodcovia,muži,75-79,347.0
12629,4,Nitriansky kraj,407,Okres Zlaté Moravce,dôchodcovia,muži,80-84,246.0
12630,4,Nitriansky kraj,407,Okres Zlaté Moravce,dôchodcovia,muži,85-89,94.0
12631,4,Nitriansky kraj,407,Okres Zlaté Moravce,dôchodcovia,muži,90-94,21.0
12632,4,Nitriansky kraj,407,Okres Zlaté Moravce,dôchodcovia,muži,95-99,4.0
12633,4,Nitriansky kraj,407,Okres Zlaté Moravce,dôchodcovia,muži,nezistený,0.0
12636,4,Nitriansky kraj,407,Okres Zlaté Moravce,dôchodcovia,ženy,100-104,1.0
12637,4,Nitriansky kraj,407,Okres Zlaté Moravce,dôchodcovia,ženy,105+,0.0
12638,4,Nitriansky kraj,407,Okres Zlaté Moravce,dôchodcovia,ženy,15-19,0.0
12639,4,Nitriansky kraj,407,Okres Zlaté Moravce,dôchodcovia,ženy,20-24,12.0
12640,4,Nitriansky kraj,407,Okres Zlaté Moravce,dôchodcovia,ženy,25-29,15.0
12641,4,Nitriansky kraj,407,Okres Zlaté Moravce,dôchodcovia,ženy,30-34,34.0
12642,4,Nitriansky kraj,407,Okres Zlaté Moravce,dôchodcovia,ženy,35-39,44.0
12643,4,Nitriansky kraj,407,Okres Zlaté Moravce,dôchodcovia,ženy,40-44,57.0
12644,4,Nitriansky kraj,407,Okres Zlaté Moravce,dôchodcovia,ženy,45-49,75.0
12645,4,Nitriansky kraj,407,Okres Zlaté Moravce,dôchodcovia,ženy,50-54,137.0
12646,4,Nitriansky kraj,407,Okres Zlaté Moravce,dôchodcovia,ženy,55-59,700.0
12647,4,Nitriansky kraj,407,Okres Zlaté Moravce,dôchodcovia,ženy,60-64,1291.0
12648,4,Nitriansky kraj,407,Okres Zlaté Moravce,dôchodcovia,ženy,65-69,1015.0
12649,4,Nitriansky kraj,407,Okres Zlaté Moravce,dôchodcovia,ženy,70-74,1007.0
12650,4,Nitriansky kraj,407,Okres Zlaté Moravce,dôchodcovia,ženy,75-79,747.0
12651,4,Nitriansky kraj,407,Okres Zlaté Moravce,dôchodcovia,ženy,80-84,596.0
12652,4,Nitriansky kraj,407,Okres Zlaté Moravce,dôchodcovia,ženy,85-89,303.0
12653,4,Nitriansky kraj,407,Okres Zlaté Moravce,dôchodcovia,ženy,90-94,58.0
12654,4,Nitriansky kraj,407,Okres Zlaté Moravce,dôchodcovia,ženy,95-99,15.0
12655,4,Nitriansky kraj,407,Okres Zlaté Moravce,dôchodcovia,ženy,nezistený,0.0
12657,4,Nitriansky kraj,407,Okres Zlaté Moravce,iné,muži,100-104,0.0
12658,4,Nitriansky kraj,407,Okres Zlaté Moravce,iné,muži,15-19,18.0
12659,4,Nitriansky kraj,407,Okres Zlaté Moravce,iné,muži,20-24,27.0
12660,4,Nitriansky kraj,407,Okres Zlaté Moravce,iné,muži,25-29,14.0
12661,4,Nitriansky kraj,407,Okres Zlaté Moravce,iné,muži,30-34,10.0
12662,4,Nitriansky kraj,407,Okres Zlaté Moravce,iné,muži,35-39,7.0
12663,4,Nitriansky kraj,407,Okres Zlaté Moravce,iné,muži,40-44,7.0
12664,4,Nitriansky kraj,407,Okres Zlaté Moravce,iné,muži,45-49,11.0
12665,4,Nitriansky kraj,407,Okres Zlaté Moravce,iné,muži,50-54,9.0
12666,4,Nitriansky kraj,407,Okres Zlaté Moravce,iné,muži,55-59,11.0
12667,4,Nitriansky kraj,407,Okres Zlaté Moravce,iné,muži,60-64,2.0
12668,4,Nitriansky kraj,407,Okres Zlaté Moravce,iné,muži,65-69,0.0
12669,4,Nitriansky kraj,407,Okres Zlaté Moravce,iné,muži,70-74,0.0
12670,4,Nitriansky kraj,407,Okres Zlaté Moravce,iné,muži,75-79,0.0
12671,4,Nitriansky kraj,407,Okres Zlaté Moravce,iné,muži,80-84,0.0
12672,4,Nitriansky kraj,407,Okres Zlaté Moravce,iné,muži,85-89,0.0
12673,4,Nitriansky kraj,407,Okres Zlaté Moravce,iné,muži,90-94,0.0
12674,4,Nitriansky kraj,407,Okres Zlaté Moravce,iné,muži,95-99,1.0
12675,4,Nitriansky kraj,407,Okres Zlaté Moravce,iné,muži,nezistený,0.0
12678,4,Nitriansky kraj,407,Okres Zlaté Moravce,iné,ženy,100-104,0.0
12679,4,Nitriansky kraj,407,Okres Zlaté Moravce,iné,ženy,15-19,16.0
12680,4,Nitriansky kraj,407,Okres Zlaté Moravce,iné,ženy,20-24,32.0
12681,4,Nitriansky kraj,407,Okres Zlaté Moravce,iné,ženy,25-29,11.0
12682,4,Nitriansky kraj,407,Okres Zlaté Moravce,iné,ženy,30-34,9.0
12683,4,Nitriansky kraj,407,Okres Zlaté Moravce,iné,ženy,35-39,19.0
12684,4,Nitriansky kraj,407,Okres Zlaté Moravce,iné,ženy,40-44,12.0
12685,4,Nitriansky kraj,407,Okres Zlaté Moravce,iné,ženy,45-49,15.0
12686,4,Nitriansky kraj,407,Okres Zlaté Moravce,iné,ženy,50-54,18.0
12687,4,Nitriansky kraj,407,Okres Zlaté Moravce,iné,ženy,55-59,18.0
12688,4,Nitriansky kraj,407,Okres Zlaté Moravce,iné,ženy,60-64,0.0
12689,4,Nitriansky kraj,407,Okres Zlaté Moravce,iné,ženy,65-69,0.0
12690,4,Nitriansky kraj,407,Okres Zlaté Moravce,iné,ženy,70-74,1.0
12691,4,Nitriansky kraj,407,Okres Zlaté Moravce,iné,ženy,75-79,0.0
12692,4,Nitriansky kraj,407,Okres Zlaté Moravce,iné,ženy,80-84,0.0
12693,4,Nitriansky kraj,407,Okres Zlaté Moravce,iné,ženy,85-89,1.0
12694,4,Nitriansky kraj,407,Okres Zlaté Moravce,iné,ženy,90-94,0.0
12695,4,Nitriansky kraj,407,Okres Zlaté Moravce,iné,ženy,95-99,0.0
12696,4,Nitriansky kraj,407,Okres Zlaté Moravce,iné,ženy,nezistený,0.0
12698,4,Nitriansky kraj,407,Okres Zlaté Moravce,nezamestnaní,muži,15-19,70.0
12699,4,Nitriansky kraj,407,Okres Zlaté Moravce,nezamestnaní,muži,20-24,280.0
12700,4,Nitriansky kraj,407,Okres Zlaté Moravce,nezamestnaní,muži,25-29,247.0
12701,4,Nitriansky kraj,407,Okres Zlaté Moravce,nezamestnaní,muži,30-34,195.0
12702,4,Nitriansky kraj,407,Okres Zlaté Moravce,nezamestnaní,muži,35-39,160.0
12703,4,Nitriansky kraj,407,Okres Zlaté Moravce,nezamestnaní,muži,40-44,144.0
12704,4,Nitriansky kraj,407,Okres Zlaté Moravce,nezamestnaní,muži,45-49,173.0
12705,4,Nitriansky kraj,407,Okres Zlaté Moravce,nezamestnaní,muži,50-54,171.0
12706,4,Nitriansky kraj,407,Okres Zlaté Moravce,nezamestnaní,muži,55-59,174.0
12707,4,Nitriansky kraj,407,Okres Zlaté Moravce,nezamestnaní,muži,60-64,24.0
12708,4,Nitriansky kraj,407,Okres Zlaté Moravce,nezamestnaní,muži,nezistený,0.0
12711,4,Nitriansky kraj,407,Okres Zlaté Moravce,nezamestnaní,ženy,15-19,42.0
12712,4,Nitriansky kraj,407,Okres Zlaté Moravce,nezamestnaní,ženy,20-24,220.0
12713,4,Nitriansky kraj,407,Okres Zlaté Moravce,nezamestnaní,ženy,25-29,191.0
