,Názov kraja,Názov okresu,Pohlavie,Súčasná ekonomická aktivita,abs.
739,Nitriansky kraj,Okres Zlaté Moravce,Ženy,deti a žiaci ZŠ,4276
740,Nitriansky kraj,Okres Zlaté Moravce,Ženy,žiak z učilíšť,127
741,Nitriansky kraj,Okres Zlaté Moravce,Ženy,žiak strednej školy,696
742,Nitriansky kraj,Okres Zlaté Moravce,Ženy,študent vysokej školy,351
743,Nitriansky kraj,Okres Zlaté Moravce,Ženy,nezistené,567
744,Žilinský kraj,Okres Bytča,Muži,na materskej dovolenke,11
745,Žilinský kraj,Okres Bytča,Muži,pracujúci dôhodcovia,83
746,Žilinský kraj,Okres Bytča,Muži,vypomáhajúci v rod. podniku,2
747,Žilinský kraj,Okres Bytča,Muži,nezamestnaní,1671
748,Žilinský kraj,Okres Bytča,Muži,iné,6291
749,Žilinský kraj,Okres Bytča,Ženy,na materskej dovolenke,1199
750,Žilinský kraj,Okres Bytča,Ženy,pracujúci dôhodcovia,146
751,Žilinský kraj,Okres Bytča,Ženy,vypomáhajúci v rod. podniku,7
752,Žilinský kraj,Okres Bytča,Ženy,nezamestnaní,1042
753,Žilinský kraj,Okres Bytča,Ženy,iné,4641
754,Žilinský kraj,Okres Bytča,Muži,dôchodca,2292
755,Žilinský kraj,Okres Bytča,Muži,nezávislí,166
756,Žilinský kraj,Okres Bytča,Muži,deti a žiaci ZŠ,3685
757,Žilinský kraj,Okres Bytča,Muži,žiak z učilíšť,266
758,Žilinský kraj,Okres Bytča,Muži,žiak strednej školy,347
759,Žilinský kraj,Okres Bytča,Muži,študent vysokej školy,190
760,Žilinský kraj,Okres Bytča,Muži,nezistené,181
761,Žilinský kraj,Okres Bytča,Ženy,dôchodca,3945
762,Žilinský kraj,Okres Bytča,Ženy,nezávislí,110
763,Žilinský kraj,Okres Bytča,Ženy,deti a žiaci ZŠ,3412
764,Žilinský kraj,Okres Bytča,Ženy,žiak z učilíšť,137
765,Žilinský kraj,Okres Bytča,Ženy,žiak strednej školy,528
766,Žilinský kraj,Okres Bytča,Ženy,študent vysokej školy,175
767,Žilinský kraj,Okres Bytča,Ženy,nezistené,261
768,Žilinský kraj,Okres Čadca,Muži,na materskej dovolenke,20
769,Žilinský kraj,Okres Čadca,Muži,pracujúci dôhodcovia,167
770,Žilinský kraj,Okres Čadca,Muži,vypomáhajúci v rod. podniku,9
771,Žilinský kraj,Okres Čadca,Muži,nezamestnaní,5516
772,Žilinský kraj,Okres Čadca,Muži,iné,19074
773,Žilinský kraj,Okres Čadca,Ženy,na materskej dovolenke,3225
774,Žilinský kraj,Okres Čadca,Ženy,pracujúci dôhodcovia,226
775,Žilinský kraj,Okres Čadca,Ženy,vypomáhajúci v rod. podniku,15
776,Žilinský kraj,Okres Čadca,Ženy,nezamestnaní,3577
777,Žilinský kraj,Okres Čadca,Ženy,iné,14443
778,Žilinský kraj,Okres Čadca,Muži,dôchodca,6648
779,Žilinský kraj,Okres Čadca,Muži,nezávislí,555
780,Žilinský kraj,Okres Čadca,Muži,deti a žiaci ZŠ,11089
781,Žilinský kraj,Okres Čadca,Muži,žiak z učilíšť,777
782,Žilinský kraj,Okres Čadca,Muži,žiak strednej školy,1162
783,Žilinský kraj,Okres Čadca,Muži,študent vysokej školy,491
784,Žilinský kraj,Okres Čadca,Muži,nezistené,608
785,Žilinský kraj,Okres Čadca,Ženy,dôchodca,11031
786,Žilinský kraj,Okres Čadca,Ženy,nezávislí,296
787,Žilinský kraj,Okres Čadca,Ženy,deti a žiaci ZŠ,10485
788,Žilinský kraj,Okres Čadca,Ženy,žiak z učilíšť,388
789,Žilinský kraj,Okres Čadca,Ženy,žiak strednej školy,1580
790,Žilinský kraj,Okres Čadca,Ženy,študent vysokej školy,544
791,Žilinský kraj,Okres Čadca,Ženy,nezistené,917
792,Žilinský kraj,Okres Dolný Kubín,Muži,na materskej dovolenke,17
793,Žilinský kraj,Okres Dolný Kubín,Muži,pracujúci dôhodcovia,125
794,Žilinský kraj,Okres Dolný Kubín,Muži,vypomáhajúci v rod. podniku,1
795,Žilinský kraj,Okres Dolný Kubín,Muži,nezamestnaní,2389
796,Žilinský kraj,Okres Dolný Kubín,Muži,iné,7804
797,Žilinský kraj,Okres Dolný Kubín,Ženy,na materskej dovolenke,1175
798,Žilinský kraj,Okres Dolný Kubín,Ženy,pracujúci dôhodcovia,161
799,Žilinský kraj,Okres Dolný Kubín,Ženy,vypomáhajúci v rod. podniku,7
800,Žilinský kraj,Okres Dolný Kubín,Ženy,nezamestnaní,1855
801,Žilinský kraj,Okres Dolný Kubín,Ženy,iné,6309
802,Žilinský kraj,Okres Dolný Kubín,Muži,dôchodca,2471
803,Žilinský kraj,Okres Dolný Kubín,Muži,nezávislí,258
804,Žilinský kraj,Okres Dolný Kubín,Muži,deti a žiaci ZŠ,4712
805,Žilinský kraj,Okres Dolný Kubín,Muži,žiak z učilíšť,264
806,Žilinský kraj,Okres Dolný Kubín,Muži,žiak strednej školy,674
807,Žilinský kraj,Okres Dolný Kubín,Muži,študent vysokej školy,464
808,Žilinský kraj,Okres Dolný Kubín,Muži,nezistené,156
809,Žilinský kraj,Okres Dolný Kubín,Ženy,dôchodca,4178
810,Žilinský kraj,Okres Dolný Kubín,Ženy,nezávislí,140
811,Žilinský kraj,Okres Dolný Kubín,Ženy,deti a žiaci ZŠ,4458
812,Žilinský kraj,Okres Dolný Kubín,Ženy,žiak z učilíšť,118
813,Žilinský kraj,Okres Dolný Kubín,Ženy,žiak strednej školy,855
814,Žilinský kraj,Okres Dolný Kubín,Ženy,študent vysokej školy,471
815,Žilinský kraj,Okres Dolný Kubín,Ženy,nezistené,302
816,Žilinský kraj,Okres Kysucké Nové Mesto,Muži,na materskej dovolenke,5
817,Žilinský kraj,Okres Kysucké Nové Mesto,Muži,pracujúci dôhodcovia,100
818,Žilinský kraj,Okres Kysucké Nové Mesto,Muži,vypomáhajúci v rod. podniku,3
819,Žilinský kraj,Okres Kysucké Nové Mesto,Muži,nezamestnaní,2070
820,Žilinský kraj,Okres Kysucké Nové Mesto,Muži,iné,6950
821,Žilinský kraj,Okres Kysucké Nové Mesto,Ženy,na materskej dovolenke,1134
822,Žilinský kraj,Okres Kysucké Nové Mesto,Ženy,pracujúci dôhodcovia,125
823,Žilinský kraj,Okres Kysucké Nové Mesto,Ženy,vypomáhajúci v rod. podniku,5
824,Žilinský kraj,Okres Kysucké Nové Mesto,Ženy,nezamestnaní,1665
825,Žilinský kraj,Okres Kysucké Nové Mesto,Ženy,iné,5195
826,Žilinský kraj,Okres Kysucké Nové Mesto,Muži,dôchodca,2422
827,Žilinský kraj,Okres Kysucké Nové Mesto,Muži,nezávislí,206
828,Žilinský kraj,Okres Kysucké Nové Mesto,Muži,deti a žiaci ZŠ,3733
829,Žilinský kraj,Okres Kysucké Nové Mesto,Muži,žiak z učilíšť,247
830,Žilinský kraj,Okres Kysucké Nové Mesto,Muži,žiak strednej školy,413
831,Žilinský kraj,Okres Kysucké Nové Mesto,Muži,študent vysokej školy,216
832,Žilinský kraj,Okres Kysucké Nové Mesto,Muži,nezistené,317
833,Žilinský kraj,Okres Kysucké Nové Mesto,Ženy,dôchodca,3894
834,Žilinský kraj,Okres Kysucké Nové Mesto,Ženy,nezávislí,101
835,Žilinský kraj,Okres Kysucké Nové Mesto,Ženy,deti a žiaci ZŠ,3668
836,Žilinský kraj,Okres Kysucké Nové Mesto,Ženy,žiak z učilíšť,140
837,Žilinský kraj,Okres Kysucké Nové Mesto,Ženy,žiak strednej školy,603
838,Žilinský kraj,Okres Kysucké Nové Mesto,Ženy,študent vysokej školy,221
839,Žilinský kraj,Okres Kysucké Nové Mesto,Ženy,nezistené,345
840,Žilinský kraj,Okres Liptovský Mikuláš,Muži,na materskej dovolenke,15
841,Žilinský kraj,Okres Liptovský Mikuláš,Muži,pracujúci dôhodcovia,233
842,Žilinský kraj,Okres Liptovský Mikuláš,Muži,vypomáhajúci v rod. podniku,13
843,Žilinský kraj,Okres Liptovský Mikuláš,Muži,nezamestnaní,3278
844,Žilinský kraj,Okres Liptovský Mikuláš,Muži,iné,16288
845,Žilinský kraj,Okres Liptovský Mikuláš,Ženy,na materskej dovolenke,1747
846,Žilinský kraj,Okres Liptovský Mikuláš,Ženy,pracujúci dôhodcovia,318
847,Žilinský kraj,Okres Liptovský Mikuláš,Ženy,vypomáhajúci v rod. podniku,23
848,Žilinský kraj,Okres Liptovský Mikuláš,Ženy,nezamestnaní,2383
849,Žilinský kraj,Okres Liptovský Mikuláš,Ženy,iné,13952
850,Žilinský kraj,Okres Liptovský Mikuláš,Muži,dôchodca,5464
851,Žilinský kraj,Okres Liptovský Mikuláš,Muži,nezávislí,587
852,Žilinský kraj,Okres Liptovský Mikuláš,Muži,deti a žiaci ZŠ,7425
853,Žilinský kraj,Okres Liptovský Mikuláš,Muži,žiak z učilíšť,489
854,Žilinský kraj,Okres Liptovský Mikuláš,Muži,žiak strednej školy,1091
855,Žilinský kraj,Okres Liptovský Mikuláš,Muži,študent vysokej školy,804
856,Žilinský kraj,Okres Liptovský Mikuláš,Muži,nezistené,287
857,Žilinský kraj,Okres Liptovský Mikuláš,Ženy,dôchodca,9621
858,Žilinský kraj,Okres Liptovský Mikuláš,Ženy,nezávislí,359
859,Žilinský kraj,Okres Liptovský Mikuláš,Ženy,deti a žiaci ZŠ,6844
860,Žilinský kraj,Okres Liptovský Mikuláš,Ženy,žiak z učilíšť,232
861,Žilinský kraj,Okres Liptovský Mikuláš,Ženy,žiak strednej školy,1264
862,Žilinský kraj,Okres Liptovský Mikuláš,Ženy,študent vysokej školy,753
863,Žilinský kraj,Okres Liptovský Mikuláš,Ženy,nezistené,514
864,Žilinský kraj,Okres Martin,Muži,na materskej dovolenke,28
865,Žilinský kraj,Okres Martin,Muži,pracujúci dôhodcovia,274
866,Žilinský kraj,Okres Martin,Muži,vypomáhajúci v rod. podniku,7
867,Žilinský kraj,Okres Martin,Muži,nezamestnaní,5304
868,Žilinský kraj,Okres Martin,Muži,iné,20589
869,Žilinský kraj,Okres Martin,Ženy,na materskej dovolenke,2308
870,Žilinský kraj,Okres Martin,Ženy,pracujúci dôhodcovia,401
871,Žilinský kraj,Okres Martin,Ženy,vypomáhajúci v rod. podniku,17
872,Žilinský kraj,Okres Martin,Ženy,nezamestnaní,4009
873,Žilinský kraj,Okres Martin,Ženy,iné,17891
874,Žilinský kraj,Okres Martin,Muži,dôchodca,7185
875,Žilinský kraj,Okres Martin,Muži,nezávislí,614
876,Žilinský kraj,Okres Martin,Muži,deti a žiaci ZŠ,9756
877,Žilinský kraj,Okres Martin,Muži,žiak z učilíšť,643
878,Žilinský kraj,Okres Martin,Muži,žiak strednej školy,1428
879,Žilinský kraj,Okres Martin,Muži,študent vysokej školy,1041
880,Žilinský kraj,Okres Martin,Muži,nezistené,765
881,Žilinský kraj,Okres Martin,Ženy,dôchodca,11812
882,Žilinský kraj,Okres Martin,Ženy,nezávislí,365
883,Žilinský kraj,Okres Martin,Ženy,deti a žiaci ZŠ,9468
884,Žilinský kraj,Okres Martin,Ženy,žiak z učilíšť,337
885,Žilinský kraj,Okres Martin,Ženy,žiak strednej školy,1701
886,Žilinský kraj,Okres Martin,Ženy,študent vysokej školy,1014
887,Žilinský kraj,Okres Martin,Ženy,nezistené,856
888,Žilinský kraj,Okres Námestovo,Muži,na materskej dovolenke,36
889,Žilinský kraj,Okres Námestovo,Muži,pracujúci dôhodcovia,120
890,Žilinský kraj,Okres Námestovo,Muži,vypomáhajúci v rod. podniku,3
891,Žilinský kraj,Okres Námestovo,Muži,nezamestnaní,2859
892,Žilinský kraj,Okres Námestovo,Muži,iné,11176
893,Žilinský kraj,Okres Námestovo,Ženy,na materskej dovolenke,2675
894,Žilinský kraj,Okres Námestovo,Ženy,pracujúci dôhodcovia,137
895,Žilinský kraj,Okres Námestovo,Ženy,vypomáhajúci v rod. podniku,18
896,Žilinský kraj,Okres Námestovo,Ženy,nezamestnaní,2072
897,Žilinský kraj,Okres Námestovo,Ženy,iné,7068
898,Žilinský kraj,Okres Námestovo,Muži,dôchodca,3171
899,Žilinský kraj,Okres Námestovo,Muži,nezávislí,337
900,Žilinský kraj,Okres Námestovo,Muži,deti a žiaci ZŠ,8849
901,Žilinský kraj,Okres Námestovo,Muži,žiak z učilíšť,502
902,Žilinský kraj,Okres Námestovo,Muži,žiak strednej školy,781
903,Žilinský kraj,Okres Námestovo,Muži,študent vysokej školy,402
904,Žilinský kraj,Okres Námestovo,Muži,nezistené,140
905,Žilinský kraj,Okres Námestovo,Ženy,dôchodca,4972
906,Žilinský kraj,Okres Námestovo,Ženy,nezávislí,154
907,Žilinský kraj,Okres Námestovo,Ženy,deti a žiaci ZŠ,8423
908,Žilinský kraj,Okres Námestovo,Ženy,žiak z učilíšť,263
909,Žilinský kraj,Okres Námestovo,Ženy,žiak strednej školy,1126
910,Žilinský kraj,Okres Námestovo,Ženy,študent vysokej školy,392
911,Žilinský kraj,Okres Námestovo,Ženy,nezistené,377
912,Žilinský kraj,Okres Ružomberok,Muži,na materskej dovolenke,20
913,Žilinský kraj,Okres Ružomberok,Muži,pracujúci dôhodcovia,131
914,Žilinský kraj,Okres Ružomberok,Muži,vypomáhajúci v rod. podniku,3
915,Žilinský kraj,Okres Ružomberok,Muži,nezamestnaní,3281
916,Žilinský kraj,Okres Ružomberok,Muži,iné,12293
917,Žilinský kraj,Okres Ružomberok,Ženy,na materskej dovolenke,1740
918,Žilinský kraj,Okres Ružomberok,Ženy,pracujúci dôhodcovia,210
919,Žilinský kraj,Okres Ružomberok,Ženy,vypomáhajúci v rod. podniku,18
920,Žilinský kraj,Okres Ružomberok,Ženy,nezamestnaní,2428
921,Žilinský kraj,Okres Ružomberok,Ženy,iné,9814
922,Žilinský kraj,Okres Ružomberok,Muži,dôchodca,4451
923,Žilinský kraj,Okres Ružomberok,Muži,nezávislí,357
924,Žilinský kraj,Okres Ružomberok,Muži,deti a žiaci ZŠ,6215
925,Žilinský kraj,Okres Ružomberok,Muži,žiak z učilíšť,451
926,Žilinský kraj,Okres Ružomberok,Muži,žiak strednej školy,881
927,Žilinský kraj,Okres Ružomberok,Muži,študent vysokej školy,589
928,Žilinský kraj,Okres Ružomberok,Muži,nezistené,160
929,Žilinský kraj,Okres Ružomberok,Ženy,dôchodca,7807
930,Žilinský kraj,Okres Ružomberok,Ženy,nezávislí,232
931,Žilinský kraj,Okres Ružomberok,Ženy,deti a žiaci ZŠ,6168
932,Žilinský kraj,Okres Ružomberok,Ženy,žiak z učilíšť,204
933,Žilinský kraj,Okres Ružomberok,Ženy,žiak strednej školy,1073
934,Žilinský kraj,Okres Ružomberok,Ženy,študent vysokej školy,517
935,Žilinský kraj,Okres Ružomberok,Ženy,nezistené,377
936,Žilinský kraj,Okres Turčianske Teplice,Muži,na materskej dovolenke,6
937,Žilinský kraj,Okres Turčianske Teplice,Muži,pracujúci dôhodcovia,44
938,Žilinský kraj,Okres Turčianske Teplice,Muži,vypomáhajúci v rod. podniku,0
939,Žilinský kraj,Okres Turčianske Teplice,Muži,nezamestnaní,911
940,Žilinský kraj,Okres Turčianske Teplice,Muži,iné,3569
941,Žilinský kraj,Okres Turčianske Teplice,Ženy,na materskej dovolenke,426
942,Žilinský kraj,Okres Turčianske Teplice,Ženy,pracujúci dôhodcovia,54
943,Žilinský kraj,Okres Turčianske Teplice,Ženy,vypomáhajúci v rod. podniku,1
944,Žilinský kraj,Okres Turčianske Teplice,Ženy,nezamestnaní,628
945,Žilinský kraj,Okres Turčianske Teplice,Ženy,iné,2783
946,Žilinský kraj,Okres Turčianske Teplice,Muži,dôchodca,1599
947,Žilinský kraj,Okres Turčianske Teplice,Muži,nezávislí,86
948,Žilinský kraj,Okres Turčianske Teplice,Muži,deti a žiaci ZŠ,1578
949,Žilinský kraj,Okres Turčianske Teplice,Muži,žiak z učilíšť,119
950,Žilinský kraj,Okres Turčianske Teplice,Muži,žiak strednej školy,198
951,Žilinský kraj,Okres Turčianske Teplice,Muži,študent vysokej školy,126
952,Žilinský kraj,Okres Turčianske Teplice,Muži,nezistené,56
953,Žilinský kraj,Okres Turčianske Teplice,Ženy,dôchodca,2493
954,Žilinský kraj,Okres Turčianske Teplice,Ženy,nezávislí,42
955,Žilinský kraj,Okres Turčianske Teplice,Ženy,deti a žiaci ZŠ,1603
956,Žilinský kraj,Okres Turčianske Teplice,Ženy,žiak z učilíšť,85
957,Žilinský kraj,Okres Turčianske Teplice,Ženy,žiak strednej školy,237
958,Žilinský kraj,Okres Turčianske Teplice,Ženy,študent vysokej školy,120
959,Žilinský kraj,Okres Turčianske Teplice,Ženy,nezistené,102
960,Žilinský kraj,Okres Tvrdošín,Muži,na materskej dovolenke,27
961,Žilinský kraj,Okres Tvrdošín,Muži,pracujúci dôhodcovia,64
962,Žilinský kraj,Okres Tvrdošín,Muži,vypomáhajúci v rod. podniku,3
963,Žilinský kraj,Okres Tvrdošín,Muži,nezamestnaní,2105
964,Žilinský kraj,Okres Tvrdošín,Muži,iné,6922
965,Žilinský kraj,Okres Tvrdošín,Ženy,na materskej dovolenke,1208
966,Žilinský kraj,Okres Tvrdošín,Ženy,pracujúci dôhodcovia,82
967,Žilinský kraj,Okres Tvrdošín,Ženy,vypomáhajúci v rod. podniku,10
968,Žilinský kraj,Okres Tvrdošín,Ženy,nezamestnaní,1441
969,Žilinský kraj,Okres Tvrdošín,Ženy,iné,5474
970,Žilinský kraj,Okres Tvrdošín,Muži,dôchodca,2124
971,Žilinský kraj,Okres Tvrdošín,Muži,nezávislí,220
972,Žilinský kraj,Okres Tvrdošín,Muži,deti a žiaci ZŠ,4772
973,Žilinský kraj,Okres Tvrdošín,Muži,žiak z učilíšť,266
974,Žilinský kraj,Okres Tvrdošín,Muži,žiak strednej školy,554
975,Žilinský kraj,Okres Tvrdošín,Muži,študent vysokej školy,368
976,Žilinský kraj,Okres Tvrdošín,Muži,nezistené,105
977,Žilinský kraj,Okres Tvrdošín,Ženy,dôchodca,3371
978,Žilinský kraj,Okres Tvrdošín,Ženy,nezávislí,127
979,Žilinský kraj,Okres Tvrdošín,Ženy,deti a žiaci ZŠ,4376
980,Žilinský kraj,Okres Tvrdošín,Ženy,žiak z učilíšť,106
981,Žilinský kraj,Okres Tvrdošín,Ženy,žiak strednej školy,729
982,Žilinský kraj,Okres Tvrdošín,Ženy,študent vysokej školy,394
983,Žilinský kraj,Okres Tvrdošín,Ženy,nezistené,214
984,Žilinský kraj,Okres Žilina,Muži,na materskej dovolenke,92
985,Žilinský kraj,Okres Žilina,Muži,pracujúci dôhodcovia,433
986,Žilinský kraj,Okres Žilina,Muži,vypomáhajúci v rod. podniku,19
987,Žilinský kraj,Okres Žilina,Muži,nezamestnaní,8011
988,Žilinský kraj,Okres Žilina,Muži,iné,33753
989,Žilinský kraj,Okres Žilina,Ženy,na materskej dovolenke,4503
990,Žilinský kraj,Okres Žilina,Ženy,pracujúci dôhodcovia,584
991,Žilinský kraj,Okres Žilina,Ženy,vypomáhajúci v rod. podniku,69
992,Žilinský kraj,Okres Žilina,Ženy,nezamestnaní,5564
993,Žilinský kraj,Okres Žilina,Ženy,iné,27858
994,Žilinský kraj,Okres Žilina,Muži,dôchodca,10609
995,Žilinský kraj,Okres Žilina,Muži,nezávislí,949
996,Žilinský kraj,Okres Žilina,Muži,deti a žiaci ZŠ,16498
997,Žilinský kraj,Okres Žilina,Muži,žiak z učilíšť,1247
998,Žilinský kraj,Okres Žilina,Muži,žiak strednej školy,2138
999,Žilinský kraj,Okres Žilina,Muži,študent vysokej školy,1728
1000,Žilinský kraj,Okres Žilina,Muži,nezistené,622
1001,Žilinský kraj,Okres Žilina,Ženy,dôchodca,18842
1002,Žilinský kraj,Okres Žilina,Ženy,nezávislí,608
1003,Žilinský kraj,Okres Žilina,Ženy,deti a žiaci ZŠ,15956
1004,Žilinský kraj,Okres Žilina,Ženy,žiak z učilíšť,650
1005,Žilinský kraj,Okres Žilina,Ženy,žiak strednej školy,2827
1006,Žilinský kraj,Okres Žilina,Ženy,študent vysokej školy,1713
1007,Žilinský kraj,Okres Žilina,Ženy,nezistené,1088
1008,Banskobystrický kraj,Okres Banská Bystrica,Muži,na materskej dovolenke,34
1009,Banskobystrický kraj,Okres Banská Bystrica,Muži,pracujúci dôhodcovia,273
1010,Banskobystrický kraj,Okres Banská Bystrica,Muži,vypomáhajúci v rod. podniku,15
1011,Banskobystrický kraj,Okres Banská Bystrica,Muži,nezamestnaní,4141
1012,Banskobystrický kraj,Okres Banská Bystrica,Muži,iné,25179
1013,Banskobystrický kraj,Okres Banská Bystrica,Ženy,na materskej dovolenke,2236
1014,Banskobystrický kraj,Okres Banská Bystrica,Ženy,pracujúci dôhodcovia,445
1015,Banskobystrický kraj,Okres Banská Bystrica,Ženy,vypomáhajúci v rod. podniku,37
1016,Banskobystrický kraj,Okres Banská Bystrica,Ženy,nezamestnaní,3559
1017,Banskobystrický kraj,Okres Banská Bystrica,Ženy,iné,23337
1018,Banskobystrický kraj,Okres Banská Bystrica,Muži,dôchodca,7035
1019,Banskobystrický kraj,Okres Banská Bystrica,Muži,nezávislí,880
1020,Banskobystrický kraj,Okres Banská Bystrica,Muži,deti a žiaci ZŠ,10482
1021,Banskobystrický kraj,Okres Banská Bystrica,Muži,žiak z učilíšť,607
1022,Banskobystrický kraj,Okres Banská Bystrica,Muži,žiak strednej školy,1811
1023,Banskobystrický kraj,Okres Banská Bystrica,Muži,študent vysokej školy,1384
1024,Banskobystrický kraj,Okres Banská Bystrica,Muži,nezistené,1542
1025,Banskobystrický kraj,Okres Banská Bystrica,Ženy,dôchodca,12726
1026,Banskobystrický kraj,Okres Banská Bystrica,Ženy,nezávislí,568
1027,Banskobystrický kraj,Okres Banská Bystrica,Ženy,deti a žiaci ZŠ,10005
1028,Banskobystrický kraj,Okres Banská Bystrica,Ženy,žiak z učilíšť,309
1029,Banskobystrický kraj,Okres Banská Bystrica,Ženy,žiak strednej školy,2109
1030,Banskobystrický kraj,Okres Banská Bystrica,Ženy,študent vysokej školy,1529
1031,Banskobystrický kraj,Okres Banská Bystrica,Ženy,nezistené,1741
1032,Banskobystrický kraj,Okres Banská Štiavnica,Muži,na materskej dovolenke,6
1033,Banskobystrický kraj,Okres Banská Štiavnica,Muži,pracujúci dôhodcovia,64
1034,Banskobystrický kraj,Okres Banská Štiavnica,Muži,vypomáhajúci v rod. podniku,2
1035,Banskobystrický kraj,Okres Banská Štiavnica,Muži,nezamestnaní,1017
1036,Banskobystrický kraj,Okres Banská Štiavnica,Muži,iné,3250
1037,Banskobystrický kraj,Okres Banská Štiavnica,Ženy,na materskej dovolenke,399
1038,Banskobystrický kraj,Okres Banská Štiavnica,Ženy,pracujúci dôhodcovia,87
1039,Banskobystrický kraj,Okres Banská Štiavnica,Ženy,vypomáhajúci v rod. podniku,3
1040,Banskobystrický kraj,Okres Banská Štiavnica,Ženy,nezamestnaní,698
1041,Banskobystrický kraj,Okres Banská Štiavnica,Ženy,iné,2912
1042,Banskobystrický kraj,Okres Banská Štiavnica,Muži,dôchodca,1292
1043,Banskobystrický kraj,Okres Banská Štiavnica,Muži,nezávislí,114
1044,Banskobystrický kraj,Okres Banská Štiavnica,Muži,deti a žiaci ZŠ,1757
1045,Banskobystrický kraj,Okres Banská Štiavnica,Muži,žiak z učilíšť,108
1046,Banskobystrický kraj,Okres Banská Štiavnica,Muži,žiak strednej školy,225
1047,Banskobystrický kraj,Okres Banská Štiavnica,Muži,študent vysokej školy,155
1048,Banskobystrický kraj,Okres Banská Štiavnica,Muži,nezistené,255
1049,Banskobystrický kraj,Okres Banská Štiavnica,Ženy,dôchodca,2278
1050,Banskobystrický kraj,Okres Banská Štiavnica,Ženy,nezávislí,101
1051,Banskobystrický kraj,Okres Banská Štiavnica,Ženy,deti a žiaci ZŠ,1693
1052,Banskobystrický kraj,Okres Banská Štiavnica,Ženy,žiak z učilíšť,47
1053,Banskobystrický kraj,Okres Banská Štiavnica,Ženy,žiak strednej školy,291
1054,Banskobystrický kraj,Okres Banská Štiavnica,Ženy,študent vysokej školy,140
1055,Banskobystrický kraj,Okres Banská Štiavnica,Ženy,nezistené,257
1056,Banskobystrický kraj,Okres Brezno,Muži,na materskej dovolenke,17
1057,Banskobystrický kraj,Okres Brezno,Muži,pracujúci dôhodcovia,111
1058,Banskobystrický kraj,Okres Brezno,Muži,vypomáhajúci v rod. podniku,5
1059,Banskobystrický kraj,Okres Brezno,Muži,nezamestnaní,4229
1060,Banskobystrický kraj,Okres Brezno,Muži,iné,13118
1061,Banskobystrický kraj,Okres Brezno,Ženy,na materskej dovolenke,1446
1062,Banskobystrický kraj,Okres Brezno,Ženy,pracujúci dôhodcovia,182
1063,Banskobystrický kraj,Okres Brezno,Ženy,vypomáhajúci v rod. podniku,16
1064,Banskobystrický kraj,Okres Brezno,Ženy,nezamestnaní,3743
1065,Banskobystrický kraj,Okres Brezno,Ženy,iné,10085
1066,Banskobystrický kraj,Okres Brezno,Muži,dôchodca,5145
1067,Banskobystrický kraj,Okres Brezno,Muži,nezávislí,440
1068,Banskobystrický kraj,Okres Brezno,Muži,deti a žiaci ZŠ,6877
1069,Banskobystrický kraj,Okres Brezno,Muži,žiak z učilíšť,390
1070,Banskobystrický kraj,Okres Brezno,Muži,žiak strednej školy,876
1071,Banskobystrický kraj,Okres Brezno,Muži,študent vysokej školy,539
1072,Banskobystrický kraj,Okres Brezno,Muži,nezistené,368
1073,Banskobystrický kraj,Okres Brezno,Ženy,dôchodca,9007
1074,Banskobystrický kraj,Okres Brezno,Ženy,nezávislí,284
1075,Banskobystrický kraj,Okres Brezno,Ženy,deti a žiaci ZŠ,6528
1076,Banskobystrický kraj,Okres Brezno,Ženy,žiak z učilíšť,187
1077,Banskobystrický kraj,Okres Brezno,Ženy,žiak strednej školy,1013
1078,Banskobystrický kraj,Okres Brezno,Ženy,študent vysokej školy,568
1079,Banskobystrický kraj,Okres Brezno,Ženy,nezistené,735
1080,Banskobystrický kraj,Okres Detva,Muži,na materskej dovolenke,9
1081,Banskobystrický kraj,Okres Detva,Muži,pracujúci dôhodcovia,17
1082,Banskobystrický kraj,Okres Detva,Muži,vypomáhajúci v rod. podniku,0
1083,Banskobystrický kraj,Okres Detva,Muži,nezamestnaní,2291
1084,Banskobystrický kraj,Okres Detva,Muži,iné,6765
1085,Banskobystrický kraj,Okres Detva,Ženy,na materskej dovolenke,867
1086,Banskobystrický kraj,Okres Detva,Ženy,pracujúci dôhodcovia,34
1087,Banskobystrický kraj,Okres Detva,Ženy,vypomáhajúci v rod. podniku,13
1088,Banskobystrický kraj,Okres Detva,Ženy,nezamestnaní,1740
1089,Banskobystrický kraj,Okres Detva,Ženy,iné,5260
1090,Banskobystrický kraj,Okres Detva,Muži,dôchodca,2800
1091,Banskobystrický kraj,Okres Detva,Muži,nezávislí,174
1092,Banskobystrický kraj,Okres Detva,Muži,deti a žiaci ZŠ,3338
1093,Banskobystrický kraj,Okres Detva,Muži,žiak z učilíšť,225
1094,Banskobystrický kraj,Okres Detva,Muži,žiak strednej školy,419
1095,Banskobystrický kraj,Okres Detva,Muži,študent vysokej školy,247
1096,Banskobystrický kraj,Okres Detva,Muži,nezistené,215
1097,Banskobystrický kraj,Okres Detva,Ženy,dôchodca,4582
1098,Banskobystrický kraj,Okres Detva,Ženy,nezávislí,108
1099,Banskobystrický kraj,Okres Detva,Ženy,deti a žiaci ZŠ,3206
1100,Banskobystrický kraj,Okres Detva,Ženy,žiak z učilíšť,112
1101,Banskobystrický kraj,Okres Detva,Ženy,žiak strednej školy,513
1102,Banskobystrický kraj,Okres Detva,Ženy,študent vysokej školy,269
